1, 73.71
2, 81.28
3, 86.34
4, 89.47
5, 88.32
6, 89.73
7, 88.77
8, 87.65
9, 90.4
10, 91.34
11, 90.9
12, 91.1
13, 90
14, 90.94
15, 91.45
16, 91.95
17, 89.01
18, 91.07
19, 92.51
20, 92.76
21, 92.43
22, 92.32
23, 92.48
24, 91.56
25, 92.41
26, 92.37
27, 92.55
28, 92.5
29, 91.99
